,input requirements,industry,value,proportion
2350,H50 Water transport services,C18 Printing And Reproduction Of Recorded Media,1.0,0.00046468401486988845
2351,H51 Air transport services,C18 Printing And Reproduction Of Recorded Media,0.0,0.0
2352,H52 Warehousing and support services for transportation,C18 Printing And Reproduction Of Recorded Media,0.0,0.0
2353,H53 Postal and courier services,C18 Printing And Reproduction Of Recorded Media,3.0,0.0013940520446096654
2354,I55 Accommodation services,C18 Printing And Reproduction Of Recorded Media,0.0,0.0
2355,I56 Food and beverage serving services,C18 Printing And Reproduction Of Recorded Media,0.0,0.0
2356,J58 Publishing services,C18 Printing And Reproduction Of Recorded Media,9.0,0.004182156133828996
2357,"J59 & J60 Motion Picture, Video & TV Programme Production, Sound Recording & Music Publishing Activities & Programming And Broadcasting Activities",C18 Printing And Reproduction Of Recorded Media,0.0,0.0
2358,J61 Telecommunications services,C18 Printing And Reproduction Of Recorded Media,35.0,0.016263940520446097
2359,"J62 Computer programming, consultancy and related services",C18 Printing And Reproduction Of Recorded Media,9.0,0.004182156133828996
2360,J63 Information services,C18 Printing And Reproduction Of Recorded Media,4.0,0.0018587360594795538
2361,"K64 Financial services, except insurance and pension funding",C18 Printing And Reproduction Of Recorded Media,9.0,0.004182156133828996
2362,"K65.1-2 & K65.3 Insurance, reinsurance and pension funding services, except compulsory social security",C18 Printing And Reproduction Of Recorded Media,0.0,0.0
2363,K66 Services auxiliary to financial services and insurance services,C18 Printing And Reproduction Of Recorded Media,0.0,0.0
2364,L683 Real estate services on a fee or contract basis,C18 Printing And Reproduction Of Recorded Media,0.0,0.0
2365,L68A Owner-Occupiers' Housing Services,C18 Printing And Reproduction Of Recorded Media,0.0,0.0
2366,"L68BXL683 Real estate services, excluding on a fee or contract basis and imputed rent",C18 Printing And Reproduction Of Recorded Media,1.0,0.00046468401486988845
2367,M691 Legal services,C18 Printing And Reproduction Of Recorded Media,1.0,0.00046468401486988845
2368,"M692 Accounting, bookkeeping and auditing services; tax consulting services",C18 Printing And Reproduction Of Recorded Media,1.0,0.00046468401486988845
2369,M70 Services of head offices; management consulting services,C18 Printing And Reproduction Of Recorded Media,28.0,0.013011152416356878
2370,M71 Architectural and engineering services; technical testing and analysis services,C18 Printing And Reproduction Of Recorded Media,0.0,0.0
2371,M72 Scientific research and development services,C18 Printing And Reproduction Of Recorded Media,0.0,0.0
2372,M73 Advertising and market research services,C18 Printing And Reproduction Of Recorded Media,2.0,0.0009293680297397769
2373,"M74 Other professional, scientific and technical services",C18 Printing And Reproduction Of Recorded Media,1.0,0.00046468401486988845
2374,M75 Veterinary services,C18 Printing And Reproduction Of Recorded Media,0.0,0.0
2375,N77 Rental and leasing services,C18 Printing And Reproduction Of Recorded Media,3.0,0.0013940520446096654
2376,N78 Employment services,C18 Printing And Reproduction Of Recorded Media,3.0,0.0013940520446096654
2377,"N79 Travel agency, tour operator and other reservation services and related services",C18 Printing And Reproduction Of Recorded Media,0.0,0.0
2378,N80 Security and investigation services,C18 Printing And Reproduction Of Recorded Media,0.0,0.0
2379,N81 Services to buildings and landscape,C18 Printing And Reproduction Of Recorded Media,0.0,0.0
2380,"N82 Office administrative, office support and other business support services",C18 Printing And Reproduction Of Recorded Media,2.0,0.0009293680297397769
2381,O84 Public administration and defence services; compulsory social security services,C18 Printing And Reproduction Of Recorded Media,5.0,0.0023234200743494425
2382,P85 Education services,C18 Printing And Reproduction Of Recorded Media,0.0,0.0
2383,Q86 Human health services,C18 Printing And Reproduction Of Recorded Media,0.0,0.0
2384,Q87 & Q88 Residential Care  & Social Work Activities,C18 Printing And Reproduction Of Recorded Media,0.0,0.0
2385,"R90 Creative, arts and entertainment services",C18 Printing And Reproduction Of Recorded Media,0.0,0.0
2386,"R91 Libraries, archives, museums and other cultural services",C18 Printing And Reproduction Of Recorded Media,0.0,0.0
2387,R92 Gambling and betting services,C18 Printing And Reproduction Of Recorded Media,0.0,0.0
2388,R93 Sports services and amusement and recreation services,C18 Printing And Reproduction Of Recorded Media,0.0,0.0
2389,S94 Services furnished by membership organisations,C18 Printing And Reproduction Of Recorded Media,0.0,0.0
2390,S95 Repair services of computers and personal and household goods,C18 Printing And Reproduction Of Recorded Media,0.0,0.0
2391,S96 Other personal services,C18 Printing And Reproduction Of Recorded Media,0.0,0.0
2392,"A01 Products of agriculture, hunting and related services",C19 Manufacture Of Coke And Refined Petroleum Products,0.0,0.0
2393,"A02 Products of forestry, logging and related services",C19 Manufacture Of Coke And Refined Petroleum Products,0.0,0.0
2394,A03 Fish and other fishing products; aquaculture products; support services to fishing,C19 Manufacture Of Coke And Refined Petroleum Products,0.0,0.0
2395,B05 Coal and lignite,C19 Manufacture Of Coke And Refined Petroleum Products,2.0,8.726764988218868e-05
2396,B06 & B07 Extraction Of Crude Petroleum And Natural Gas  & Mining Of Metal Ores,C19 Manufacture Of Coke And Refined Petroleum Products,21175.0,0.9239462431276726
2397,B08 Other mining and quarrying products,C19 Manufacture Of Coke And Refined Petroleum Products,0.0,0.0
2398,B09 Mining support services,C19 Manufacture Of Coke And Refined Petroleum Products,0.0,0.0
2399,C101 Preserved meat and meat products,C19 Manufacture Of Coke And Refined Petroleum Products,0.0,0.0
2400,"C102_3 Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",C19 Manufacture Of Coke And Refined Petroleum Products,0.0,0.0
2401,C104 Vegetable and animal oils and fats,C19 Manufacture Of Coke And Refined Petroleum Products,1.0,4.363382494109434e-05
2402,C105 Dairy products,C19 Manufacture Of Coke And Refined Petroleum Products,0.0,0.0
2403,"C106 Grain mill products, starches and starch products",C19 Manufacture Of Coke And Refined Petroleum Products,0.0,0.0
2404,C107 Bakery and farinaceous products,C19 Manufacture Of Coke And Refined Petroleum Products,0.0,0.0
2405,C108 Other food products,C19 Manufacture Of Coke And Refined Petroleum Products,1.0,4.363382494109434e-05
2406,C109 Prepared animal feeds,C19 Manufacture Of Coke And Refined Petroleum Products,0.0,0.0
2407,C11.01-6 & C12 Alcoholic beverages  & Tobacco products,C19 Manufacture Of Coke And Refined Petroleum Products,0.0,0.0
