,domestic input requirements,output product,value,proportion
3556,Services to buildings and landscape,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",0.0,0.0
3557,"Office administrative, office support and other business support services","Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",16.40338404606157,0.005614654895129397
3558,Public administration and defence services; compulsory social security services,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",8.175246546167017,0.002798275521101827
3559,Education services,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",6.354544588524204,0.002175074044483023
3560,Human health services,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",5.356890345031003,0.0018335905880116968
3561,Residential Care  & Social Work Activities,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",0.01286764705882353,4.404420291858461e-06
3562,"Creative, arts and entertainment services","Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",0.0,0.0
3563,"Libraries, archives, museums and other cultural services","Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",0.0,0.0
3564,Gambling and betting services,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",0.0,0.0
3565,Sports services and amusement and recreation services,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",0.003591338025997471,1.2292660813835193e-06
3566,Services furnished by membership organisations,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",0.0753602228049723,2.5794777631361414e-05
3567,Repair services of computers and personal and household goods,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",0.0,0.0
3568,Other personal services,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",1.776042719027489,0.0006079152276350468
3569,Services of households as employers of domestic personnel,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",0.0,0.0
3570,"Products of agriculture, hunting and related services",Basic iron and steel,0.05411764942574673,1.4575933030748137e-05
3571,"Products of forestry, logging and related services",Basic iron and steel,0.0,0.0
3572,Fish and other fishing products; aquaculture products; support services to fishing,Basic iron and steel,0.0,0.0
3573,Coal and lignite,Basic iron and steel,0.8223774913148105,0.00022149741104048214
3574,Extraction Of Crude Petroleum And Natural Gas  & Mining Of Metal Ores,Basic iron and steel,0.0,0.0
3575,Other mining and quarrying products,Basic iron and steel,4.861068653336419,0.0013092699313579435
3576,Mining support services,Basic iron and steel,0.0,0.0
3577,Preserved meat and meat products,Basic iron and steel,0.08765712068382563,2.3609383155281412e-05
3578,"Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",Basic iron and steel,0.08819320123636712,2.37537699554445e-05
3579,Vegetable and animal oils and fats,Basic iron and steel,1.675662665355584,0.0004513194318585448
3580,Dairy products,Basic iron and steel,0.07509668406189661,2.0226381768841067e-05
3581,"Grain mill products, starches and starch products",Basic iron and steel,0.0,0.0
3582,Bakery and farinaceous products,Basic iron and steel,0.1212436323226833,3.265550303630352e-05
3583,Other food products,Basic iron and steel,0.06185875537670369,1.6660906105565264e-05
3584,Prepared animal feeds,Basic iron and steel,0.0,0.0
3585,Alcoholic beverages  & Tobacco products,Basic iron and steel,0.0004036750182530399,1.087249741013886e-07
3586,Soft drinks,Basic iron and steel,0.0004036750182530399,1.087249741013886e-07
3587,Textiles,Basic iron and steel,0.03433800000760961,9.24852416599283e-06
3588,Wearing apparel,Basic iron and steel,0.07025246981339188,1.892165136716903e-05
3589,Leather and related products,Basic iron and steel,0.008314467231902172,2.2394009873773015e-06
3590,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials",Basic iron and steel,2.092670789859967,0.0005636355165472118
3591,Paper and paper products,Basic iron and steel,4.931232959327692,0.0013281678368680663
3592,Printing and recording services,Basic iron and steel,0.4400587196096204,0.0001185244831342394
3593,Coke and refined petroleum products,Basic iron and steel,3.833987748826395,0.0010326381367372413
3594,"Paints, varnishes and similar coatings, printing ink and mastics",Basic iron and steel,0.2789087972493797,7.512070449348372e-05
3595,"Soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",Basic iron and steel,0.4163602627901463,0.00011214159098725727
3596,Other chemical products,Basic iron and steel,0.03435839241907095,9.254016614887971e-06
3597,"Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",Basic iron and steel,5.547196756223507,0.0014940702208072938
3598,Petrochemicals - 20.14/16/17/60,Basic iron and steel,9.750122189216928,0.0026260772516853706
3599,"Dyestuffs, agro-chemicals - 20.12/20",Basic iron and steel,0.00738837134596852,1.9899682836908365e-06
3600,Basic pharmaceutical products and pharmaceutical preparations,Basic iron and steel,0.00165016118694989,4.444509176978092e-07
3601,Rubber and plastic products,Basic iron and steel,9.61553407990828,0.002589827575492218
3602,"Cement, lime, plaster and articles of concrete, cement and plaster",Basic iron and steel,3.141270616211159,0.0008460631719818826
3603,"Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",Basic iron and steel,113.034593305576,0.03044449786091561
3604,Basic iron and steel,Basic iron and steel,31.72541704253808,0.008544856605774687
3605,Other basic metals and casting,Basic iron and steel,61.28221419940447,0.01650562172645873
3606,Weapons and ammunition,Basic iron and steel,0.0,0.0
3607,"Fabricated metal products, excl. machinery and equipment and weapons & ammunition - 25.1-3/25.5-9",Basic iron and steel,519.3402288992995,0.13987799686303812
3608,"Computer, electronic and optical products",Basic iron and steel,1.172967237022182,0.0003159245103125816
3609,Electrical equipment,Basic iron and steel,1.446204926992463,0.000389517770787571
3610,Machinery and equipment n.e.c.,Basic iron and steel,16.97186447740875,0.004571166018011687
3611,"Motor vehicles, trailers and semi-trailers",Basic iron and steel,1.302985738603454,0.00035094341804262096
3612,Ships and boats,Basic iron and steel,0.02457580554246818,6.61919539308894e-06
3613,Air and spacecraft and related machinery,Basic iron and steel,1.714153466997658,0.0004616864628177232
3614,Other transport equipment - 30.2/4/9,Basic iron and steel,0.05963538487782728,1.606206820632078e-05
3615,Furniture,Basic iron and steel,0.104150681854025,2.8051723973968153e-05
3616,Other manufactured goods,Basic iron and steel,1.322975996859091,0.0003563275518454262
3617,Repair and maintenance of ships and boats,Basic iron and steel,0.009483193945760516,2.5541833641658425e-06
3618,Repair and maintenance of aircraft and spacecraft,Basic iron and steel,0.2969631761404437,7.998343265001562e-05
3619,Rest of repair; Installation - 33.11-14/17/19/20,Basic iron and steel,178.5652441299269,0.048094384506263
3620,"Electricity, transmission and distribution",Basic iron and steel,115.7853877536443,0.03118539100911879
3621,Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,Basic iron and steel,128.2543859780193,0.03454376457130348
3622,Natural water; water treatment and supply services,Basic iron and steel,21.62900769982299,0.005825511105886425
3623,Sewerage services; sewage sludge,Basic iron and steel,33.24634828359723,0.008954501003661337
3624,"Waste collection, treatment and disposal services; materials recovery services",Basic iron and steel,209.7699297932998,0.056498988425709634
3625,Remediation services and other waste management services,Basic iron and steel,6.411041324496753,0.00172673628649447
3626,Construction,Basic iron and steel,7.231112465379415,0.0019476125099963
3627,Wholesale and retail trade and repair services of motor vehicles and motorcycles,Basic iron and steel,10.7545151371643,0.002896598320157195
3628,"Wholesale trade services, except of motor vehicles and motorcycles",Basic iron and steel,946.3459133230957,0.25488680315736556
3629,"Retail trade services, except of motor vehicles and motorcycles",Basic iron and steel,244.4229190031061,0.06583235111601655
3630,Rail transport services,Basic iron and steel,35.66205393774609,0.009605142046103242
3631,"Land transport services and transport services via pipelines, excluding rail transport",Basic iron and steel,189.3058906775291,0.05098724748989259
3632,Water transport services,Basic iron and steel,3.307305583170495,0.0008907826781844262
3633,Air transport services,Basic iron and steel,70.91580987099131,0.01910031397278438
3634,Warehousing and support services for transportation,Basic iron and steel,5.868462414800264,0.0015805992325841093
3635,Postal and courier services,Basic iron and steel,37.8171375416922,0.010185587697754867
3636,Accommodation services,Basic iron and steel,0.0,0.0
3637,Food and beverage serving services,Basic iron and steel,12.8130270120699,0.003451033546927205
3638,Publishing services,Basic iron and steel,10.04684264130226,0.002705995309552671
3639,"Motion Picture, Video & TV Programme Production, Sound Recording & Music Publishing Activities & Programming And Broadcasting Activities",Basic iron and steel,0.4566410537870473,0.00012299073388659872
3640,Telecommunications services,Basic iron and steel,7.198380591119366,0.0019387965763360629
3641,"Computer programming, consultancy and related services",Basic iron and steel,46.86446550229335,0.012622375840999652
3642,Information services,Basic iron and steel,0.00889541440282197,2.395872067470092e-06
3643,"Financial services, except insurance and pension funding",Basic iron and steel,138.6234505786618,0.037336546460654374
3644,"Insurance, reinsurance and pension funding services, except compulsory social security",Basic iron and steel,48.97978066656042,0.013192110345370309
3645,Services auxiliary to financial services and insurance services,Basic iron and steel,39.10358703612146,0.010532077278828945
3646,Real estate services on a fee or contract basis,Basic iron and steel,0.01796679247160101,4.839137815893647e-06
